Animal ID,Name,Outcome Type,Breed,Color,Year of Birth,Altered,Sex
A681449,Buster,Return to Owner,Dogo Argentino Mix,White/Brown,2010,Altered,Male
A698629,Azteca,Return to Owner,Pit Bull Mix,Blue/Black,2013,Intact,Male
A783118,Xochi,Transfer,Catahoula Mix,Black/White,2017,Altered,Female
A727159,Mr. Buddy,Return to Owner,Chihuahua Shorthair Mix,Brown/Gray,2006,Intact,Male
A597754,Sunshine,Adoption,Vizsla/Staffordshire,Red/White,2009,Altered,Female
A742841,Chuy,Adoption,Rat Terrier Mix,Black/White,2016,Intact,Male
A773525,,Adoption,Pit Bull Mix,White/Brown,2016,Altered,Male
A702522,Beast,Euthanasia,Pit Bull Mix,Black Brindle/White,2013,Intact,Male
A672839,,Transfer,Dachshund Mix,Brown/White,2012,Altered,Male
A786491,Zeus,Return to Owner,Pit Bull Mix,Blue,2014,Intact,Male
A667121,Rockstar,Return to Owner,Scottish Terrier Mix,Black/White,2010,Altered,Female
A753603,*Marsha,Transfer,Catahoula,White/Brown,2015,Altered,Female
A650344,Trixi,Adoption,Boxer/Pit Bull,Brown/White,2013,Altered,Female
A674808,Rocko,Return to Owner,Pit Bull Mix,White/Blue,2013,Intact,Male
A675177,*Drake,Adoption,Labrador Retriever Mix,Black,2013,Altered,Male
A763246,*Zoe,Adoption,German Shepherd/Black Mouth Cur,Tan/Black,2017,Altered,Female
A716893,Dasher,Adoption,Labrador Retriever Mix,White/Black,2013,Altered,Male
A737775,,Transfer,Labrador Retriever Mix,Black/White,2016,Intact,Male
A704565,*Boudreau,Transfer,Pit Bull Mix,Brown,2015,Intact,Male
A768543,Taylor,Transfer,Golden Retriever Mix,Tan,2011,Altered,Female
A748370,Keechi,Adoption,Siberian Husky Mix,Tan/Red,2016,Altered,Male
A696798,*Turner,Transfer,Australian Cattle Dog,White/Red,2014,Altered,Male
A722984,*Riley,Adoption,Border Collie/Great Pyrenees,Chocolate/White,2016,Altered,Male
A696975,Polly,Adoption,Miniature Schnauzer/Miniature Poodle,Gray,2007,Altered,Female
A665667,,Transfer,Shiba Inu Mix,Red/Cream,2011,Altered,Male
A701338,,Euthanasia,Chihuahua Shorthair Mix,Black/White,2002,Altered,Female
A738670,Rocco,Return to Owner,Rottweiler Mix,Black/Brown,2014,Intact,Male
A678589,,Adoption,German Shepherd/Pembroke Welsh Corgi,Tricolor/Brown,2014,Altered,Male
A764457,Atticus,Transfer,German Shepherd Mix,Tan/White,2015,Altered,Male
A664058,Ace,Return to Owner,Labrador Retriever/Pit Bull,Black/White,2012,Altered,Male
A724428,Newman,Adoption,Standard Schnauzer Mix,Black,2007,Altered,Male
A580635,Deuce,Transfer,Boxer/Labrador Retriever,Black/White,2010,Altered,Male
A664490,*Nikko,Adoption,Labrador Retriever Mix,Black,2013,Altered,Male
A743737,Princess,Adoption,Pit Bull Mix,Black/White,2016,Altered,Female
A753394,Daisy,Adoption,Pit Bull Mix,Black/White,2015,Intact,Female
A715286,Gizmo,Adoption,Chihuahua Shorthair Mix,Black/Brown,2013,Altered,Male
A683017,,Adoption,Chihuahua Shorthair/Cardigan Welsh Corgi,Tan/White,2013,Altered,Male
A691498,Luna,Adoption,Australian Shepherd Mix,Tricolor,2012,Altered,Female
A769145,Clara,Adoption,Pit Bull Mix,Blue/White,2016,Altered,Female
A666941,*Pearl,Transfer,Pit Bull Mix,White,2011,Altered,Female
A729202,*Tammy,Adoption,Labrador Retriever Mix,Black,2015,Altered,Female
A731523,*Chevy,Adoption,German Shepherd Mix,Black/Brown,2015,Altered,Male
A718772,*Chester,Adoption,Queensland Heeler Mix,Red Tick,2015,Altered,Male
A728789,King,Euthanasia,German Shepherd Mix,Cream,2014,Altered,Male
A679240,*Jude,Adoption,Beagle/Pug,White/Brown,2014,Altered,Male
A714155,*Drusilla,Adoption,Rottweiler,Black/Brown,2012,Altered,Female
A688607,Zeus,Adoption,Labrador Retriever,Black,2013,Altered,Male
A763439,*Maggie,Transfer,Harrier Mix,Brown/Black,2016,Altered,Female
A690027,Harley,Return to Owner,Boxer Mix,Tricolor,2010,Altered,Female
A708769,Keyla,Adoption,Chihuahua Shorthair Mix,White/Tan,2014,Altered,Female
A780563,Xena,Euthanasia,Rottweiler Mix,Black/Brown,2008,Altered,Female
A742961,Junior,Adoption,Pit Bull Mix,Black/White,2016,Altered,Male
A775373,Ella,Return to Owner,Australian Cattle Dog Mix,Black/White,2016,Altered,Female
A770836,Charlie,Return to Owner,Labrador Retriever Mix,Cream,2017,Intact,Female
A705444,Capulli,Return to Owner,Rottweiler/Chow Chow,Black/Brown,2008,Intact,Male
A515757,Simba,Return to Owner,Labrador Retriever,Black,2004,Altered,Male
A734182,Hopper,Return to Owner,Chihuahua Longhair Mix,Black,2015,Altered,Male
A632070,Izzy,Return to Owner,Pit Bull/Pointer,White/Black,2006,Altered,Female
A715066,Sadie,Return to Owner,Pit Bull Mix,White/Black,2015,Intact,Female
A766897,,Adoption,Great Dane Mix,Black/White,2017,Altered,Female
A592428,Buddy,Return to Owner,Brittany,White/Brown,2006,Altered,Male
A666001,Hershey,Adoption,Australian Shepherd Mix,Black/Tan,2008,Altered,Female
A759826,Panda,Return to Owner,Australian Shepherd Mix,White/Tricolor,2016,Altered,Female
A735795,Cowboy,Adoption,Beagle Mix,Black/Tan,2010,Altered,Male
A739783,*Murphy,Adoption,Labrador Retriever Mix,Black/White,2015,Altered,Male
A735170,Penny,Adoption,Rat Terrier Mix,White/Tan,2004,Altered,Female
A743234,Bear,Adoption,Pit Bull Mix,Blue/White,2016,Altered,Male
A734948,,Adoption,Wire Hair Fox Terrier/Dachshund,Black/Tan,2016,Altered,Male
A740958,Chiquito,Return to Owner,Chihuahua Shorthair Mix,Black/Tan,2012,Intact,Male
A706404,Xan,Adoption,German Shepherd,Black/Brown,2013,Intact,Female
A698161,*Sawyer,Adoption,Rottweiler Mix,Black/Tan,2014,Altered,Male
A724096,,Adoption,Miniature Schnauzer Mix,Tan/White,2015,Altered,Male
A745712,*Libby,Adoption,Australian Kelpie/Border Collie,Black/White,2016,Altered,Female
A669193,Daisy,Return to Owner,Pit Bull Mix,Brown/White,2012,Intact,Female
A661614,Biscuit,Adoption,Chihuahua Shorthair Mix,White,2013,Altered,Female
A697913,Blake,Adoption,American Staffordshire Terrier Mix,Yellow/White,2011,Altered,Male
A744618,*Sophie,Adoption,Labrador Retriever Mix,White/Red,2015,Altered,Female
A755238,,Transfer,Miniature Schnauzer/Miniature Poodle,Blue/Brown,2016,Altered,Female
A668531,*Hope,Transfer,Australian Cattle Dog Mix,Black/White,2013,Intact,Female
A711425,Oreo,Return to Owner,Shiba Inu,Black/Tan,2015,Intact,Male
A721468,,Transfer,Labrador Retriever/German Shepherd,Brown/White,2016,Intact,Female
A756541,,Adoption,Labrador Retriever Mix,White/Brown,2016,Altered,Male
A750518,Red,Return to Owner,Chihuahua Shorthair Mix,Chocolate/Tan,2015,Intact,Male
A703331,Sparky,Adoption,Toy Poodle,White,2010,Altered,Male
A779582,Blue,Transfer,Beagle,Brown/Black,2006,Altered,Male
A725440,Bonbon,Return to Owner,German Shepherd,Black/Tan,2015,Intact,Female
A663020,*June,Adoption,Chihuahua Shorthair Mix,Black,2013,Altered,Female
A780613,,Adoption,Miniature Poodle/Cocker Spaniel,Buff/White,2018,Altered,Male
A776475,*Dude,Transfer,Pointer/Catahoula,Black/White,2016,Intact,Male
A754554,,Transfer,Labrador Retriever Mix,Brown/White,2017,Intact,Female
A688062,,Adoption,Labrador Retriever Mix,Brown/White,2014,Altered,Male
A723221,Kate,Return to Owner,Labrador Retriever/Border Collie,Black/White,2013,Altered,Female
A740831,Snow,Adoption,Maltese Mix,White/White,2014,Altered,Male
A777264,Collar,Transfer,Pointer,Black/White,2016,Altered,Male
A687004,*Jenni,Adoption,Pit Bull Mix,Tan/White,2011,Altered,Female
A762252,Sandy,Return to Owner,Siberian Husky,Red/White,2016,Altered,Female
A580685,Bella,Euthanasia,Pit Bull Mix,Brown Brindle/White,2009,Altered,Female
A719157,Dozer,Return to Owner,Pit Bull Mix,Tan/White,2014,Altered,Male
A737442,*Nola,Adoption,Chihuahua Shorthair Mix,Black/Brown,2014,Altered,Female
A697969,*Zelda,Transfer,German Shepherd/Chinese Sharpei,Tan,2013,Altered,Female
A715327,,Euthanasia,Chihuahua Shorthair Mix,Tan,2014,Intact,Female
A778740,*Lamar,Transfer,Pit Bull Mix,White/Fawn,2011,Intact,Male
A700357,,Euthanasia,Labrador Retriever Mix,Black/White,2015,Intact,Female
A756123,Bird,Adoption,Whippet Mix,White/Tan,2017,Altered,Male
A699299,Amber,Return to Owner,Doberman Pinsch Mix,Black/Tan,2010,Altered,Female
A730348,,Adoption,Labrador Retriever/Pit Bull,Brown/White,2016,Altered,Female
A684739,Trisha,Return to Owner,Australian Shepherd Mix,White/Brown,2014,Altered,Female
A666264,Ash,Adoption,Australian Cattle Dog Mix,Red Tick/Brown Merle,2013,Intact,Female
A776273,,Adoption,Plott Hound/Australian Cattle Dog,Brown Brindle/White,2018,Altered,Female
A743060,Bugotti,Adoption,Rottweiler/Pit Bull,Brown,2015,Altered,Male
A706659,Prince,Return to Owner,Dachshund/Chihuahua Shorthair,Black/Tan,2014,Altered,Male
A714224,Honey,Adoption,Australian Cattle Dog/Beagle,Blue Tick/Black,2009,Altered,Female
A701796,Booker,Adoption,Chihuahua Shorthair Mix,Black/White,2015,Altered,Male
A591943,Kilo,Return to Owner,Pit Bull,White/Tan,2007,Altered,Male
A733634,Duke,Adoption,Great Pyrenees Mix,White,2014,Altered,Male
A724434,*Jade,Adoption,Pit Bull/Labrador Retriever,Tricolor,2015,Altered,Female
A530589,Chica,Return to Owner,Labrador Retriever Mix,Black,2002,Altered,Female
A764731,,Adoption,Chihuahua Shorthair Mix,White/Tan,2016,Altered,Male
A737106,*Ginger,Adoption,Pit Bull Mix,Tan/White,2015,Altered,Female
A753527,,Transfer,Pomeranian Mix,Black,2015,Altered,Male
A711968,Parker,Adoption,Brittany Mix,Brown/White,2014,Altered,Male
A600328,Butters,Adoption,Chihuahua Shorthair Mix,Black/Brown,2009,Altered,Male
A756350,,Transfer,Cocker Spaniel,Brown,2015,Altered,Male
A777360,,Transfer,Boxer Mix,Red/White,2017,Altered,Male
A708376,,Adoption,Labrador Retriever Mix,Black/White,2015,Altered,Male
A763696,Lobo,Return to Owner,German Shepherd Mix,White,2014,Intact,Male
A703657,Rambo,Adoption,Treeing Walker Coonhound,White/Tan,2014,Altered,Male
A667941,,Transfer,Labrador Retriever Mix,Black,2013,Intact,Female
A698335,Sam,Adoption,Labrador Retriever Mix,Brown,2005,Altered,Male
A671756,Star,Return to Owner,Chihuahua Shorthair Mix,Black,2009,Altered,Female
A741415,Blue,Return to Owner,Pit Bull Mix,Blue/White,2012,Intact,Male
A685766,Bosales,Return to Owner,Pointer/Labrador Retriever,Brown/White,2014,Altered,Female
A713728,Whisper,Transfer,Chihuahua Longhair Mix,Red,2013,Intact,Female
A745678,Tinker Bell,Return to Owner,Chihuahua Shorthair Mix,Brown/Black,2007,Intact,Female
A683813,Lilly,Adoption,Chihuahua Shorthair Mix,Black/Tan,2010,Altered,Female
A680174,Sadie,Return to Owner,Manchester Terrier Mix,Black/Tricolor,2014,Altered,Female
A719365,,Adoption,German Shepherd Mix,Brown/Black,2012,Altered,Female
A677215,*Hershey,Adoption,Labrador Retriever Mix,Chocolate/White,2013,Altered,Male
A774835,,Adoption,Catahoula Mix,White/Tan,2018,Altered,Male
A625324,Noname,Return to Owner,Pit Bull Mix,Tan/White,2010,Altered,Female
A746233,Arbor,Adoption,Belgian Malinois Mix,Red/Black,2016,Altered,Female
A706709,Dolly,Adoption,Jack Russell Terrier/Dachshund Wirehair,White/Brown,2014,Altered,Female
A695816,Chuey,Transfer,Rottweiler Mix,Tricolor/Black,2014,Altered,Male
A714465,*Willow,Adoption,Bull Terrier Mix,Fawn,2015,Altered,Female
A675626,,Transfer,Whippet Mix,Black,2013,Altered,Male
A727446,Harley,Adoption,German Shepherd Mix,Sable,2008,Altered,Female
A708876,*Lacey,Adoption,Catahoula Mix,Blue Merle/White,2015,Altered,Female
A722435,Creed,Adoption,Chihuahua Shorthair Mix,White/Tan,2014,Altered,Male
A727527,Boing,Return to Owner,Weimaraner Mix,Silver/Blue,2015,Intact,Male
A675315,*Greta,Adoption,Dachshund Wirehair Mix,Tricolor,2011,Altered,Female
A692328,Tiger,Adoption,Plott Hound Mix,Brown Brindle,2014,Altered,Male
A689369,*Elmer,Transfer,Pit Bull Mix,Red/White,2010,Altered,Male
A730224,*Redford,Transfer,German Shepherd Mix,Tan,2015,Intact,Male
A672456,Dexter,Transfer,German Shorthair Pointer Mix,Black/Blue Merle,2011,Altered,Male
A688884,Spud,Adoption,Bull Terrier Mix,White/Black,2014,Altered,Male
A749658,*Chewie,Adoption,Anatol Shepherd Mix,Sable,2015,Altered,Male
A731097,*Douglas,Adoption,Chihuahua Shorthair Mix,Tricolor/Black,2005,Altered,Male
A672082,Lola,Return to Owner,Pit Bull Mix,Blue/White,2012,Altered,Female
A734085,Rooster,Adoption,Catahoula Mix,Brown Brindle/White,2016,Altered,Male
A783495,Sadie,Adoption,German Shepherd Mix,Tan/Black,2018,Altered,Female
A588601,Jackie,Return to Owner,Australian Cattle Dog Mix,Blue Merle/White,2008,Altered,Female
A699248,Hopper,Transfer,Lhasa Apso Mix,White/Brown,2015,Intact,Male
A729645,Oliver,Transfer,Dachshund Longhair Mix,Tricolor,2016,Intact,Male
A677147,Joy,Return to Owner,Beagle Mix,White/Tan,2005,Altered,Female
A787324,*Happy,Transfer,Labrador Retriever Mix,Chocolate,2018,Intact,Male
A718832,Nia,Adoption,American Staffordshire Terrier Mix,Chocolate/White,2015,Altered,Female
A769092,*Pablo,Adoption,Chihuahua Shorthair Mix,Brown/White,2010,Altered,Male
A731941,*Yoshi,Adoption,Beagle Mix,White/Tan,2015,Altered,Female
A744911,*Meredith,Transfer,Labrador Retriever Mix,Yellow,2016,Intact,Female
A529310,Angel,Return to Owner,Vizsla,Red,2006,Altered,Female
A762473,Dulcinea,Adoption,Chihuahua Shorthair Mix,Black/Tricolor,2017,Altered,Female
A677404,*Annie,Transfer,Pembroke Welsh Corgi/Australian Cattle Dog,Tan/White,2011,Altered,Female
A748899,,Transfer,Tibetan Spaniel Mix,Black/White,2016,Altered,Male
A733097,Rylie,Adoption,Pit Bull Mix,Chocolate/White,2014,Altered,Female
A671082,Mcnugget,Adoption,Chihuahua Shorthair/Dachshund,White/Black,2013,Altered,Female
A722569,Sophie,Adoption,Pit Bull Mix,White/Black,2010,Altered,Female
A754352,Han,Return to Owner,Australian Cattle Dog,Black/White,2015,Intact,Male
A759753,*Rebel,Transfer,Black Mouth Cur Mix,Tan,2017,Altered,Female
A694899,,Return to Owner,Pit Bull Mix,Black/White,2014,Intact,Male
A722762,*Buck,Adoption,Rottweiler Mix,Black/Brown,2013,Altered,Male
A727302,Happy,Transfer,Rat Terrier Mix,White/Black,2005,Intact,Female
A719804,Louise,Return to Owner,Rat Terrier Mix,Tricolor,2015,Altered,Female
A733050,,Adoption,Chihuahua Shorthair Mix,Brown/White,2016,Altered,Female
A765294,Dro,Return to Owner,Pit Bull Mix,Brown/White,2015,Intact,Male
A774205,*Ollie,Adoption,Labrador Retriever/Golden Retriever,White,2017,Altered,Male
A666882,Zeus,Adoption,Great Pyrenees Mix,White,2010,Altered,Male
A783418,Delilah,Adoption,Beagle Mix,Brown/White,2018,Altered,Female
A672684,*Quest,Transfer,Pit Bull Mix,Brown/White,2008,Altered,Female
A679110,,Transfer,Lhasa Apso Mix,Brown/White,2007,Altered,Male
A756401,*Freckles,Adoption,Australian Cattle Dog Mix,Brown Merle,2015,Altered,Male
A737043,Toby,Adoption,Dachshund Mix,Brown,2014,Altered,Male
A775868,Chu-Chu,Adoption,Chihuahua Shorthair,Black/Tan,2014,Altered,Female
A766424,Maggie,Return to Owner,Yorkshire Terrier Mix,White/Black,2017,Unknown,Unknown
A568980,Polly,Return to Owner,Blue Lacy Mix,Tan,2004,Altered,Female
A702518,Racco,Return to Owner,Labrador Retriever/Beagle,Black,2003,Intact,Male
A681211,,Transfer,Labrador Retriever Mix,Black/Tan,2014,Intact,Male
A665165,Charlie,Adoption,Miniature Poodle Mix,Apricot,2008,Altered,Male
A672566,Cookies,Return to Owner,Pointer Mix,White/Black,2012,Altered,Female
A752443,Max,Adoption,English Foxhound Mix,Black/White,2017,Altered,Male
A734180,Jax,Adoption,Labrador Retriever Mix,Black/White,2013,Altered,Male
A663004,*Allie,Adoption,Bulldog/Australian Cattle Dog,Black/White,2013,Altered,Female
A701755,Fetty,Adoption,Miniature Pinscher/Chihuahua Shorthair,Tricolor,2015,Altered,Male
A546571,Lil Annie,Return to Owner,Chihuahua Shorthair/Dachshund,White/Tan,2007,Altered,Female
A675711,Jazzmen,Return to Owner,Yorkshire Terrier Mix,Tan/Silver,2001,Intact,Female
A700356,Peanut,Adoption,Chihuahua Shorthair Mix,Tan,2005,Altered,Male
A563563,Copper,Return to Owner,Bullmastiff Mix,Brown Brindle/White,2007,Altered,Male
A687677,,Adoption,Australian Cattle Dog Mix,Red Merle/White,2012,Altered,Female
A667421,,Transfer,German Shepherd Mix,Black/Tan,2013,Intact,Male
A725056,Blue,Return to Owner,Pit Bull Mix,Fawn/White,2015,Altered,Male
A780990,Pinky,Return to Owner,Chihuahua Shorthair Mix,Cream,2011,Intact,Male
A727332,*Maddy,Transfer,Labrador Retriever Mix,Black/Black,2015,Altered,Female
A752698,Lola,Return to Owner,Labrador Retriever Mix,Black/White,2014,Altered,Female
A771666,,Transfer,Labrador Retriever Mix,Black/White,2018,Intact,Female
A715476,Dually,Return to Owner,Pit Bull Mix,White/Brown,1999,Altered,Female
A739826,Piper,Adoption,Chihuahua Shorthair Mix,Tan/White,2016,Altered,Female
A537300,Niko,Return to Owner,Rottweiler,Black/Brown,2003,Altered,Male
A747011,Red,Return to Owner,German Shepherd Mix,Red/White,2007,Intact,Male
A693465,Vangogh,Adoption,German Shepherd Mix,Black/Tan,2013,Altered,Female
A686527,Cyrano,Return to Owner,Tibetan Spaniel Mix,White/Buff,2011,Altered,Male
A767795,,Adoption,Labrador Retriever Mix,Black/White,2018,Altered,Female
A677918,Buddy,Return to Owner,Pit Bull Mix,White/Chocolate,2008,Altered,Male
A670245,*Fiona,Adoption,Doberman Pinsch Mix,Brown/Tan,2013,Altered,Female
A768216,Sweetie,Adoption,Pug Mix,Fawn,2016,Altered,Female
A680264,,Transfer,German Shepherd,Black/Tan,2014,Intact,Female
A665817,,Transfer,Chihuahua Shorthair Mix,White/Chocolate,2013,Altered,Male
A682822,Maxine,Adoption,Chihuahua Shorthair Mix,Brown,2014,Altered,Female
A775506,Mikey,Return to Owner,Great Pyrenees Mix,White,2016,Altered,Male
A764943,*Sirrus,Adoption,Labrador Retriever/Alaskan Husky,White,2017,Altered,Male
A733907,Nugget,Transfer,Yorkshire Terrier Mix,Silver/Brown,2014,Altered,Male
A738679,Xena,Return to Owner,Labrador Retriever/Whippet,Black/White,2014,Altered,Female
A716608,Teddy,Return to Owner,Labrador Retriever Mix,Black/White,2013,Altered,Male
A769137,Rooster,Adoption,Bluetick Hound Mix,Blue Tick,2015,Altered,Male
A737621,Zeus,Return to Owner,Pit Bull Mix,White/Brown,2014,Intact,Male
A706471,Starla,Adoption,Labrador Retriever Mix,Black,2014,Altered,Female
A649141,Banksy,Return to Owner,Pit Bull Mix,White/Tan,2011,Altered,Male
A690726,,Adoption,Staffordshire Mix,Chocolate/White,2011,Altered,Female
A607233,Lucy,Return to Owner,Labrador Retriever Mix,Cream/White,2011,Altered,Female
A680076,Dalton,Adoption,Manchester Terrier/Beagle,Black/Brown,2013,Altered,Male
A664618,Sierra,Adoption,Chihuahua Shorthair Mix,Black/Tan,2013,Altered,Female
A746101,Yukon,Return to Owner,Siberian Husky,Black/White,2017,Altered,Male
A707227,,Adoption,Chihuahua Shorthair Mix,White/Black,2013,Altered,Female
A682584,,Adoption,Chihuahua Shorthair Mix,Tan/White,2013,Altered,Male
A673538,,Transfer,Australian Kelpie,Brown/White,2013,Altered,Male
A751219,Phat Boy,Return to Owner,Pit Bull Mix,Fawn/White,2015,Intact,Male
A717512,Mila Rose,Transfer,Pug,Tan,2010,Intact,Female
A718479,Dallas,Return to Owner,Pomeranian Mix,Tan,2014,Altered,Male
A765879,*Baxter,Transfer,German Shepherd Mix,Black/Brown,2017,Altered,Male
A747329,,Adoption,Chihuahua Shorthair Mix,Black,2017,Altered,Male
A736694,Max,Transfer,Chihuahua Shorthair Mix,Tan,2015,Intact,Male
A673579,*Charisma,Adoption,Labrador Retriever/Pit Bull,Yellow,2013,Altered,Female
A701547,,Transfer,Wire Hair Fox Terrier Mix,Tricolor,2014,Intact,Male
A785742,*Patsy,Transfer,Standard Poodle/Labrador Retriever,Tan/White,2016,Intact,Female
A694849,*Pearl,Adoption,Pit Bull Mix,Black/White,2010,Altered,Female
A587232,Rosie,Return to Owner,Chihuahua Shorthair Mix,Black/White,2009,Altered,Female
A768745,Sarsapirilla,Adoption,German Shepherd Mix,Black,2018,Altered,Female
A698909,Panda,Return to Owner,Akita Mix,White/Brown,2011,Altered,Male
A759533,,Adoption,Chihuahua Shorthair Mix,Brown/Tan,2016,Altered,Male
A678109,,Transfer,Labrador Retriever/Border Collie,Black/White,2013,Intact,Female
A682550,Booboo,Return to Owner,Labrador Retriever Mix,Chocolate,2012,Altered,Male
A669510,Kimchi,Adoption,Rottweiler/Labrador Retriever,Black/Tan,2012,Altered,Female
A765499,Dukey,Adoption,Chihuahua Shorthair Mix,Chocolate/White,2016,Altered,Male
A718973,Severus,Return to Owner,Anatol Shepherd Mix,Tan/Black,2014,Altered,Male
A685801,Frenchie,Return to Owner,Boxer Mix,Brown Brindle,2012,Altered,Female
A676786,Tuzi,Adoption,Chihuahua Shorthair Mix,White/Brown,2013,Altered,Female
A696035,Hank,Return to Owner,Pit Bull Mix,Chocolate/White,2014,Intact,Male
A752413,,Transfer,Boxer Mix,White,2017,Altered,Female
A692409,Paloma,Return to Owner,Miniature Poodle Mix,White,2011,Altered,Female
A671647,,Adoption,Border Terrier Mix,Gold,2013,Altered,Male
