Animal ID,Name,Outcome Type,Breed,Color,Year of Birth,Altered,Sex
A775540,Chuchu,Transfer,Yorkshire Terrier Mix,Tan,2016,Intact,Female
A710062,Nika,Adoption,Chow Chow Mix,Buff/Tan,2014,Altered,Female
A698554,Louie,Adoption,Australian Cattle Dog/Beagle,Tricolor,2014,Altered,Male
A724459,Bentley,Return to Owner,Labrador Retriever Mix,White,2011,Altered,Male
A723312,Max,Return to Owner,Pit Bull Mix,Brown/White,2013,Altered,Male
A691670,Ranger,Adoption,Border Collie Mix,Black/White,2014,Altered,Male
A711940,*Blue,Adoption,Pit Bull Mix,Blue/White,2014,Altered,Male
A735551,Daisy,Return to Owner,Labrador Retriever Mix,Black,2015,Intact,Female
A770914,Jet,Return to Owner,Miniature Schnauzer Mix,Black,2010,Altered,Male
A695688,Red Bull,Return to Owner,Miniature Schnauzer Mix,Black,2014,Altered,Male
A748474,Chapis,Transfer,Chihuahua Shorthair Mix,Tan/White,2016,Altered,Female
A785446,,Adoption,Australian Shepherd Mix,Blue Merle/White,2018,Altered,Male
A669845,Smokey,Transfer,Pit Bull Mix,Blue/White,2011,Altered,Male
A697276,Troy,Return to Owner,Queensland Heeler Mix,Blue Tick/Tan,2006,Intact,Male
A778593,Breeze,Adoption,Pit Bull Mix,Blue/White,2016,Altered,Female
A740157,Rex,Adoption,Labrador Retriever/German Shepherd,Black/White,2016,Altered,Male
A774426,Butch,Rto-Adopt,Pit Bull Mix,Fawn,2016,Altered,Male
A690107,Bentley,Return to Owner,Miniature Schnauzer Mix,Gray/Black,2011,Altered,Male
A698257,,Adoption,German Shepherd Mix,Sable,2015,Altered,Female
A763397,Jack,Adoption,Rottweiler Mix,Black/Tan,2017,Altered,Male
A711007,Penny,Adoption,Staffordshire Mix,Brown/White,2014,Altered,Female
A745359,,Transfer,Chihuahua Longhair Mix,White,2016,Intact,Female
A740273,*Zack,Transfer,Samoyed Mix,White/Tan,2012,Altered,Male
A652198,Essie,Adoption,Feist Mix,Tan/White,2011,Altered,Female
A768073,*Puddin',Adoption,American Bulldog Mix,Brown/White,2016,Altered,Female
A709595,Bella,Adoption,Labrador Retriever Mix,Red/White,2015,Altered,Female
A733088,,Adoption,Jack Russell Terrier Mix,Tricolor,2016,Altered,Male
A676356,Lemon Drop,Adoption,Pointer/Catahoula,Tan/White,2012,Altered,Female
A643536,Herrod,Transfer,Whippet Mix,Black/White,2012,Altered,Male
A783472,Coco,Adoption,Dachshund/Chihuahua Shorthair,Black/Fawn,2016,Altered,Female
A713084,Haelo,Adoption,Miniature Poodle Mix,Buff,2009,Altered,Male
A705688,Channel,Transfer,Lhasa Apso Mix,White/Tan,2008,Altered,Female
A667965,,Transfer,Chihuahua Shorthair Mix,Brown/Tan,2008,Altered,Male
A787114,Kye,Return to Owner,Labrador Retriever Mix,Brown/White,2015,Altered,Female
A633952,Maximus,Return to Owner,Pit Bull Mix,Tan/White,2011,Altered,Male
A784981,Blue,Return to Owner,Staffordshire Mix,Blue/White,2018,Intact,Male
A703302,,Adoption,Papillon Mix,Tricolor,2013,Altered,Male
A756524,Tank,Adoption,Pit Bull Mix,Chocolate/White,2009,Altered,Male
A769393,Willy,Transfer,Chihuahua Shorthair Mix,White,2004,Altered,Male
A689361,Sam,Adoption,Bruss Griffon Mix,Brown,2010,Altered,Male
A715185,Simon,Adoption,Pit Bull Mix,Fawn/White,2015,Altered,Male
A776318,Martina,Adoption,Italian Greyhound Mix,Tricolor,2012,Altered,Female
A731183,,Transfer,Doberman Pinsch/Black/Tan Hound,Black/Tan,2016,Intact,Female
A785228,,Transfer,Chihuahua Shorthair Mix,Brown,2006,Intact,Male
A461574,Little Joe,Return to Owner,Parson Russell Terrier Mix,White/Brown,2003,Intact,Male
A702098,Chewy,Adoption,Tibetan Spaniel Mix,Brown/Black,2011,Altered,Male
A756032,,Transfer,Maltese Mix,White,2005,Altered,Male
A680277,Simba,Return to Owner,Chihuahua Shorthair Mix,Gold,2012,Altered,Male
A684335,Captain,Adoption,Siberian Husky Mix,Black/White,2012,Altered,Male
A688126,Katie,Adoption,Australian Kelpie Mix,Sable,2013,Altered,Female
A787151,,Adoption,Chihuahua Shorthair Mix,Red/White,2017,Altered,Male
A500002,Bruce Lee,Return to Owner,Labrador Retriever/Boxer,Black/White,2007,Intact,Male
A687785,Bella,Adoption,Whippet Mix,Brown Brindle/White,2012,Altered,Female
A667372,*Jake,Adoption,Labrador Retriever Mix,Brown,2012,Altered,Male
A710030,*Pepper,Adoption,Redbone Hound Mix,Brown/White,2015,Altered,Female
A781346,*Punkinspice,Transfer,Pit Bull Mix,Brown/White,2016,Altered,Female
A698120,,Transfer,Labrador Retriever Mix,Brown,2015,Unknown,Unknown
A769390,,Transfer,Standard Schnauzer Mix,Gray,2015,Altered,Male
A737860,Rocky,Return to Owner,Chihuahua Shorthair Mix,Black/Tan,2014,Intact,Male
A762737,Salvador,Return to Owner,Pit Bull Mix,Blue/White,2014,Intact,Male
A692969,Iggy,Adoption,Plott Hound/Bull Terrier,Brown Brindle/White,2014,Altered,Female
A670473,Jackson,Return to Owner,Rottweiler Mix,Black/Tan,2012,Altered,Male
A741584,Wildo,Return to Owner,Yorkshire Terrier/Jack Russell Terrier,Black/White,2010,Intact,Male
A713410,Daisy,Return to Owner,Yorkshire Terrier Mix,Black/Tan,2012,Intact,Female
A768626,Mocha,Return to Owner,Pit Bull Mix,Tan/White,2011,Altered,Female
A695525,*Mr Muffin,Adoption,Pomeranian,Red/White,2003,Altered,Male
A704004,Jack,Adoption,Anatol Shepherd Mix,White/Tan,2006,Altered,Male
A685101,Blanca,Return to Owner,Pit Bull/Dalmatian,White/Black,2013,Altered,Female
A667940,,Transfer,Labrador Retriever Mix,Black,2013,Intact,Female
A669068,Rapunzel,Adoption,Labrador Retriever Mix,Black,2013,Altered,Female
A764315,*Sunshine,Transfer,Anatol Shepherd/Labrador Retriever,White/Tricolor,2015,Intact,Female
A707306,Lil Bit,Return to Owner,Bichon Frise,White,2003,Altered,Male
A768940,Herbert,Return to Owner,American Bulldog Mix,White/White,2016,Altered,Male
A772071,Beau,Adoption,Chihuahua Shorthair Mix,Brown Brindle/White,2012,Altered,Male
A723402,Grendle,Return to Owner,Catahoula Mix,Tricolor,2004,Altered,Female
A693799,,Adoption,Labrador Retriever Mix,Red/White,2014,Altered,Female
A741771,*Spots,Adoption,Pit Bull Mix,Black/White,2016,Altered,Male
A673394,Maya,Euthanasia,Pit Bull Mix,Brown Brindle/White,2009,Altered,Female
A765336,Ice,Return to Owner,Pit Bull Mix,White/Brown Brindle,2017,Altered,Female
A782957,,Transfer,Beagle Mix,White/Tan,2016,Intact,Male
A697658,Killer,Return to Owner,Bull Terrier Mix,Brown Brindle/White,2014,Intact,Male
A708536,*Pete,Adoption,Miniature Poodle Mix,Black,2013,Altered,Male
A763177,,Transfer,Pit Bull Mix,Black/White,2017,Intact,Female
A755341,Charlie,Adoption,Labrador Retriever Mix,Black,2017,Altered,Female
A678266,Sonny,Euthanasia,American Staffordshire Terrier Mix,Gold/White,2013,Altered,Male
A675215,Benjamin,Adoption,Catahoula/Labrador Retriever,Brown Brindle/White,2012,Altered,Male
A759582,Bailee,Adoption,Anatol Shepherd Mix,Tan/White,2017,Altered,Female
A746032,Prince,Transfer,Australian Cattle Dog Mix,Brown/Tan,2016,Altered,Male
A727894,*Georgia,Adoption,Pit Bull Mix,White/Brown,2015,Altered,Female
A671091,*Bo Peep,Adoption,Chihuahua Shorthair Mix,White,2014,Altered,Female
A784554,Pablo,Return to Owner,Cairn Terrier Mix,White,2010,Intact,Male
A544109,Tippy,Return to Owner,Pit Bull,Brown Brindle/White,2008,Altered,Female
A780189,Jimi,Return to Owner,Chihuahua Longhair Mix,Tan,2017,Intact,Female
A763956,Pearl,Transfer,Pit Bull Mix,White,2016,Intact,Female
A657085,Pony Boy,Return to Owner,Pit Bull Mix,Brown/White,2010,Altered,Male
A672652,,Adoption,Chihuahua Shorthair Mix,Brown,2012,Altered,Male
A670551,Judah,Return to Owner,Labrador Retriever Mix,Black,2013,Altered,Male
A732519,Max,Adoption,Boxer Mix,Brown/White,2016,Altered,Male
A773593,*Lenny,Adoption,American Bulldog Mix,Red/White,2016,Altered,Male
A784385,#3,Transfer,Pit Bull Mix,Black/White,2018,Intact,Female
A684720,Taco,Adoption,Chihuahua Shorthair,Brown/White,2010,Altered,Male
A751219,Phat Boy,Return to Owner,Pit Bull Mix,Fawn/White,2015,Intact,Male
A722080,Bumi,Adoption,Rat Terrier Mix,Tricolor,2015,Altered,Male
A718505,*Nortina,Transfer,Jack Russell Terrier Mix,Tricolor,2013,Altered,Female
A716492,Jewels,Return to Owner,West Highland Mix,White,2008,Altered,Female
A740986,*Banksy,Transfer,American Bulldog Mix,White/Black,2014,Intact,Male
A710931,*Sally,Transfer,Papillon,Tan/Black,2014,Intact,Female
A737798,*Tundra,Adoption,Siberian Husky Mix,Black/White,2016,Altered,Female
A773021,Mojo,Adoption,Labrador Retriever Mix,Black/White,2017,Altered,Male
A747220,Jordan,Transfer,German Shepherd Mix,Black/Tan,2016,Altered,Female
A765959,,Adoption,Rat Terrier Mix,Tricolor/White,2017,Altered,Female
A691000,Puchungas,Return to Owner,Miniature Schnauzer Mix,Gray/Silver,2007,Altered,Female
A722956,Rocky,Disposal,German Shepherd Mix,Sable,2015,Intact,Male
A745148,*Hazel,Adoption,Anatol Shepherd Mix,Tan/White,2016,Altered,Female
A693367,Jojo,Adoption,Miniature Poodle Mix,Apricot,2012,Altered,Male
A744323,Max,Return to Owner,Labrador Retriever Mix,Buff,2014,Altered,Male
A624931,Tumbalo,Return to Owner,German Shepherd Mix,Brown/Black,2012,Altered,Male
A779214,*Rover,Adoption,Labrador Retriever/Pointer,Brown/White,2017,Altered,Male
A668739,,Adoption,Jack Russell Terrier Mix,Sable/White,2013,Altered,Male
A656444,*Paige,Adoption,Catahoula Mix,White/Tan,2012,Altered,Female
A696251,,Transfer,Chihuahua Shorthair,Cream/White,2015,Intact,Female
A729570,Stella,Adoption,Great Pyrenees,White,2014,Intact,Female
A717717,Chuck,Return to Owner,Miniature Poodle Mix,White,2015,Intact,Male
A766827,*Tila,Transfer,Staffordshire Mix,White/Black,2017,Altered,Female
A760235,Cosmo,Return to Owner,Labrador Retriever Mix,Black/White,2015,Altered,Male
A671637,Olive Hoover,Adoption,Australian Cattle Dog/Labrador Retriever,Chocolate/White,2013,Altered,Female
A768149,Dixie,Adoption,Dachshund Mix,Black,2017,Altered,Female
A761566,,Adoption,Labrador Retriever Mix,Black/White,2017,Altered,Female
A696120,Mousie,Return to Owner,Pit Bull Mix,Brown Brindle/White,2013,Altered,Female
A665560,Bud,Adoption,Chihuahua Shorthair Mix,Red/White,2012,Altered,Male
A663971,*Stanley,Adoption,Pit Bull Mix,Black,2012,Altered,Male
A664965,Linda,Return to Owner,Australian Cattle Dog Mix,White/Tan,2013,Altered,Female
A766195,*Bevo,Transfer,Miniature Pinscher Mix,Brown,2012,Altered,Male
A680965,Taco,Return to Owner,Chihuahua Shorthair Mix,Sable/Tan,2009,Altered,Male
A745606,Lady,Return to Owner,Queensland Heeler Mix,Red Merle/White,2013,Altered,Female
A675047,Reggie,Adoption,Labrador Retriever Mix,Black/White,2013,Altered,Male
A704725,Sky,Transfer,Labrador Retriever Mix,Red/White,2015,Intact,Female
A754558,,Transfer,Labrador Retriever Mix,Tan/White,2017,Intact,Male
A696133,Sella,Transfer,Pug Mix,Brown/Black,2007,Altered,Female
A784558,,Adoption,Pit Bull Mix,Black/White,2013,Altered,Female
A779022,Chicle2,Adoption,Border Terrier Mix,Black/Tan,2017,Altered,Female
A731675,Sheeba,Transfer,Miniature Pinscher Mix,Black/Tan,2015,Altered,Female
A435358,Dingo,Return to Owner,Australian Cattle Dog Mix,Tricolor,2005,Altered,Female
A752905,Cali,Return to Owner,Pit Bull Mix,Black/White,2015,Intact,Female
A547090,Brownie,Return to Owner,Boxer,Brown/White,2008,Altered,Female
A682813,Peanut,Adoption,Basset Hound Mix,Black/Brown,2004,Altered,Female
A724373,Ruby,Transfer,Pekingese Mix,Buff,2010,Intact,Female
A680436,,Adoption,Miniature Poodle Mix,White,2012,Altered,Male
A663964,Mr. Jones,Transfer,Boxer Mix,Tan/White,2013,Altered,Male
A734708,Linky,Return to Owner,Miniature Poodle Mix,White,2013,Intact,Male
A779012,,Adoption,Yorkshire Terrier/Maltese,Cream,2013,Altered,Female
A723033,Baley,Adoption,Australian Cattle Dog Mix,Red/White,2015,Altered,Female
A776283,*Basil,Transfer,Australian Cattle Dog Mix,White/Brown,2018,Intact,Male
A728132,*Mack,Adoption,German Shepherd Mix,Tan/Black,2015,Altered,Male
A678558,Bob,Return to Owner,Lhasa Apso,White/Black,2011,Altered,Male
A766201,Stella,Adoption,German Shepherd,Black/Brown,2015,Altered,Female
A722310,Lobo,Adoption,Plott Hound/Dutch Shepherd,Brown Brindle/White,2009,Altered,Male
A725137,Cleo,Adoption,Pomeranian Mix,Tricolor,2003,Intact,Female
A740900,Manola,Return to Owner,Pit Bull Mix,White/Tan,2014,Altered,Female
A666664,*Beau,Transfer,Chihuahua Shorthair Mix,Red/Cream,2005,Intact,Male
A641669,Amp,Return to Owner,Brittany Mix,White/Brown,2011,Altered,Male
A685625,Boogie,Return to Owner,Chihuahua Shorthair Mix,White/Tan,2012,Altered,Male
A590716,Panda,Return to Owner,Pit Bull Mix,White/Blue,2009,Altered,Male
A786493,,Transfer,Yorkshire Terrier/Norfolk Terrier,Gold,2017,Altered,Male
A716503,,Transfer,German Shepherd Mix,Sable,2015,Intact,Female
A689008,*Brooklyn,Transfer,Dogo Argentino Mix,White,2013,Intact,Female
A717189,Penny,Adoption,Dachshund Mix,Black,2012,Altered,Female
A773238,*Artic,Adoption,Australian Shepherd Mix,Cream,2018,Altered,Male
A755886,Red,Adoption,Chihuahua Shorthair Mix,Brown/White,2016,Altered,Male
A785399,Luna,Return to Owner,Toy Poodle Mix,White,2015,Intact,Female
A773078,*Skylar,Transfer,Labrador Retriever/Golden Retriever,Yellow/Tan,2017,Altered,Female
A770057,*Bunny,Transfer,Chihuahua Shorthair/Jack Russell Terrier,Black/White,2018,Intact,Female
A675306,*Heidi,Adoption,German Shepherd/Rottweiler,Black/Tan,2006,Altered,Female
A768053,Lilo,Return to Owner,Pit Bull Mix,White/Red,2016,Intact,Female
A465501,Molly,Adoption,Labrador Retriever,Black,2006,Altered,Female
A765343,*Ruffles,Adoption,Neapolitan Mastiff Mix,Gray,2013,Altered,Female
A723659,Ray,Return to Owner,Beagle/Cardigan Welsh Corgi,Tricolor,2015,Altered,Male
A694299,Rubble,Adoption,Chihuahua Shorthair Mix,Chocolate/Tan,2006,Altered,Male
A666416,Gordo,Return to Owner,Pit Bull Mix,Tan/White,2009,Altered,Male
A669552,*Kelsie,Transfer,American Staffordshire Terrier Mix,Brown Brindle,2012,Intact,Female
A744998,,Adoption,Beagle Mix,Black/White,2016,Altered,Male
A668433,*Hoop,Euthanasia,Pit Bull Mix,Red/White,2011,Intact,Male
A694963,*Sheba,Return to Owner,Pit Bull Mix,Blue/White,2012,Altered,Female
A699134,,Transfer,Catahoula Mix,Chocolate/White,2014,Intact,Female
A768724,Gizmo,Return to Owner,Chihuahua Shorthair Mix,White/Brown,2014,Altered,Female
A672239,*Spartacus,Adoption,Chihuahua Shorthair Mix,Tan,2013,Altered,Male
A729314,Emma,Transfer,Chihuahua Shorthair Mix,Black/Brown,2010,Altered,Female
A683149,,Transfer,Boxer Mix,Brown/White,2014,Intact,Female
A684921,,Adoption,Irish Terrier/Labrador Retriever,Brown/White,2013,Altered,Female
A648094,Brawndo,Adoption,Dachshund/Chihuahua Shorthair,Red,2012,Altered,Male
A785934,,Adoption,Australian Shepherd Mix,Tricolor,2018,Altered,Male
A657360,Panzon,Transfer,Chihuahua Shorthair Mix,Brown/White,2012,Altered,Male
A769342,,Adoption,Chihuahua Longhair Mix,Red/Tan,2016,Altered,Male
A736920,Sebastian,Transfer,Chihuahua Shorthair Mix,White/Tan,2010,Altered,Male
A781211,Achilles,Return to Owner,Labrador Retriever Mix,Chocolate,2013,Intact,Male
A548247,Chico,Return to Owner,Chihuahua Shorthair Mix,Tan,2001,Altered,Male
A730669,Snow,Return to Owner,Jack Russell Terrier Mix,White,2015,Intact,Female
A699558,Zuester,Return to Owner,Pit Bull Mix,Brown/White,2013,Altered,Male
A735069,,Transfer,Labrador Retriever Mix,Tan/Tan,2016,Intact,Female
A662814,*Batman,Adoption,Pit Bull Mix,Black/White,2009,Altered,Male
A750267,Chief,Return to Owner,Siberian Husky/German Shepherd,Tricolor,2014,Intact,Male
A768563,Sydney,Adoption,Australian Cattle Dog Mix,Blue Tick/Tan,2014,Altered,Female
A668696,*Holly,Transfer,Labrador Retriever Mix,Black,2001,Intact,Female
A756999,Muneco,Return to Owner,Pit Bull Mix,Blue/White,2015,Intact,Male
A781073,Pearl,Adoption,Chihuahua Longhair Mix,Cream,2016,Altered,Female
A765456,*Greg,Adoption,Greyhound Mix,Brown/White,2017,Altered,Male
A687474,,Transfer,Pit Bull Mix,Black,2014,Intact,Female
A746795,Emi,Adoption,Labrador Retriever/Great Pyrenees,Brown/Black,2016,Altered,Female
A770261,Chik'N,Adoption,Dachshund Wirehair Mix,Black/Tan,2017,Altered,Male
A669063,White Girl,Return to Owner,Chihuahua Shorthair Mix,White/Brown,2009,Altered,Female
A722991,,Adoption,Pit Bull,Black Brindle/White,2016,Altered,Male
A676521,Chloe,Return to Owner,Catahoula Mix,Tan/White,2013,Altered,Female
A721352,Cooper,Adoption,Maltese Mix,White,2002,Altered,Male
A740458,Marshmallow,Return to Owner,Pit Bull,Blue/White,2010,Altered,Female
A705391,Georgie,Adoption,Cocker Spaniel Mix,Black/White,2007,Altered,Male
A622957,Chylow,Return to Owner,Chihuahua Shorthair Mix,Tan/White,2012,Altered,Male
A714504,*Amal,Adoption,Boston Terrier Mix,Black/White,2010,Altered,Female
A681453,*Vern,Transfer,American Bulldog Mix,White,2013,Altered,Male
A787448,Bomba,Return to Owner,Labrador Retriever Mix,Brown Tiger,2016,Intact,Female
A677233,Peanut,Return to Owner,Chihuahua Longhair Mix,Brown,2012,Altered,Male
A754046,Chester,Adoption,Rat Terrier Mix,White/Black,2011,Altered,Male
A671147,*Twiggie,Transfer,Pit Bull Mix,Brown/White,2011,Altered,Female
A738966,*Gizmo,Adoption,Chihuahua Shorthair Mix,Brown,2006,Altered,Male
A757672,*Hemi,Transfer,Chihuahua Shorthair Mix,White/Tan,2017,Intact,Male
A722070,Beethoven,Return to Owner,Australian Cattle Dog Mix,Black/Brown,2010,Altered,Male
A726598,*Charlotte,Adoption,Labrador Retriever Mix,Brown Brindle,2015,Altered,Female
A647530,Bambi,Adoption,Bluetick Hound/Australian Cattle Dog,Brown Merle/White,2011,Altered,Male
A658375,*Annalea,Adoption,Labrador Retriever/Australian Kelpie,Black,2013,Altered,Female
A672655,Scamper,Adoption,Miniature Poodle Mix,White,2012,Altered,Male
A720970,Penny,Adoption,Chihuahua Shorthair Mix,Brown/White,2015,Altered,Female
A722620,*Mulan,Adoption,Labrador Retriever Mix,Black,2015,Altered,Female
A676218,*Agatha,Adoption,Jack Russell Terrier/Pit Bull,White/Brown,2012,Altered,Female
A689738,Kira,Adoption,Catahoula Mix,Brown Merle/White,2012,Altered,Female
A670800,Dragon,Return to Owner,Pit Bull Mix,Brown Brindle/White,2012,Altered,Male
A667922,,Transfer,Pit Bull Mix,Tan,2013,Intact,Male
A681993,Blue,Adoption,Rat Terrier,Tricolor,2002,Altered,Male
A781859,Sol,Return to Owner,Boxer Mix,Brown,2016,Intact,Male
A755159,Maniac,Adoption,Chihuahua Shorthair Mix,Tan,2017,Altered,Male
A732600,Guppie,Return to Owner,Dachshund Mix,Red,2012,Intact,Male
A691383,Bella,Return to Owner,Basset Hound,Tricolor,2011,Altered,Female
A729986,,Transfer,Pointer Mix,White/Brown,2016,Altered,Male
A696304,*Indie,Adoption,Pit Bull Mix,White/Brown,2014,Altered,Female
A727220,Toby,Return to Owner,Border Collie Mix,Black/White,2005,Altered,Male
A782691,*Elliot,Transfer,Belgian Malinois Mix,Brown/Black,2010,Intact,Male
A699296,*Annabelle,Adoption,Dalmatian Mix,White/Black,2014,Altered,Female
A668652,Penny,Adoption,Border Collie/Jack Russell Terrier,Brown/White,2011,Altered,Female
A668803,Dumpling,Adoption,Border Collie/Labrador Retriever,Black/White,2013,Altered,Female
A689762,Sandi,Return to Owner,Labrador Retriever Mix,Tan,2010,Altered,Female
A725016,Charlie,Adoption,Border Collie Mix,Black/White,2015,Altered,Male
A737575,Bear,Adoption,Black Mouth Cur Mix,Tan/Black,2015,Altered,Male
A440835,Natasha,Return to Owner,German Shepherd Mix,Cream,2001,Altered,Female
A750481,,Transfer,Chihuahua Shorthair Mix,Tan/White,2015,Intact,Female
A675364,,Transfer,Labrador Retriever Mix,Cream,2014,Intact,Female
A759198,Waffles,Return to Owner,Dachshund/Labrador Retriever,Black,2007,Intact,Female
A778091,Ranger,Adoption,Wire Hair Fox Terrier Mix,Tan/White,2018,Altered,Male
A732146,*Tiggy,Transfer,Chihuahua Longhair Mix,White,2011,Intact,Female
A694049,*Annie,Transfer,Anatol Shepherd/Labrador Retriever,Brown/Black,2013,Intact,Female
A693911,,Euthanasia,Boxer/Dogue De Bordeaux,Red,2013,Intact,Female
A747480,*Frisco,Adoption,Border Collie Mix,Black/White,2008,Altered,Male
A560226,Vinny,Return to Owner,Chihuahua Shorthair Mix,Tan/White,2006,Altered,Male
A756790,Chloe,Adoption,Labrador Retriever,Black,2016,Altered,Female
A754757,Gremlin,Adoption,Tibetan Spaniel Mix,Black/White,2015,Altered,Male
A715029,Rex,Return to Owner,German Shepherd Mix,Black/Brown,2014,Altered,Male
A730737,,Adoption,German Shepherd,Black/Tan,2016,Altered,Male
A665334,Mcruber,Return to Owner,Pit Bull Mix,Blue/White,2011,Altered,Male
A716573,Lake,Adoption,Labrador Retriever Mix,Brown,2013,Altered,Female
A686294,Lady,Euthanasia,Pit Bull Mix,White/Red,2011,Altered,Female
A691296,Athena,Adoption,Dachshund/Chihuahua Shorthair,Tan/White,2014,Altered,Female
A487913,Twin,Transfer,Boxer/Bulldog,Brown/White,2007,Altered,Male
A701403,*Alfredo,Adoption,Pit Bull Mix,Cream,2014,Altered,Male
A761424,*Billy,Adoption,Boxer/Pit Bull,Brown/White,2016,Altered,Male
A683757,Peridot,Adoption,Pit Bull Mix,White/Tan,2013,Altered,Female
A691040,Bear,Adoption,Labrador Retriever Mix,Black/White,2014,Altered,Male
A719343,*Evie,Adoption,Boxer Mix,Brown Brindle/White,2012,Altered,Female
A694838,*Biscotti,Transfer,Border Collie Mix,Black/White,2013,Intact,Female
A681964,*Bear,Adoption,Australian Cattle Dog Mix,Brown Brindle/White,2014,Altered,Male
A770713,Chewie,Adoption,Siberian Husky Mix,Brown,2016,Altered,Male
A684786,*Reno,Transfer,Border Collie/Catahoula,Brown Merle/White,2013,Intact,Male
A757147,,Euthanasia,Chihuahua Shorthair Mix,Brown/Tan,2012,Intact,Female
A612961,Carla,Adoption,Siberian Husky/Australian Cattle Dog,Tricolor,2011,Altered,Female
A731242,Bear,Adoption,Siberian Husky/Alaskan Malamute,Black/White,2006,Altered,Male
A666760,Amy,Return to Owner,German Shepherd Mix,Brown/White,2012,Altered,Female
A566618,Dean,Return to Owner,German Shepherd/Golden Retriever,Brown,2010,Altered,Male
A622169,Sampson,Transfer,Pit Bull Mix,Black/White,2011,Altered,Male
A736635,Chops,Adoption,Staffordshire/Beagle,Chocolate/White,2015,Altered,Male
A707779,Roo,Return to Owner,Chihuahua Shorthair/Jack Russell Terrier,Tricolor,2014,Altered,Female
A750981,Sparky,Return to Owner,Dachshund Mix,Tan/White,2016,Intact,Male
A775714,Tobi,Return to Owner,Yorkshire Terrier Mix,Brown/Black,2017,Intact,Male
A686645,,Adoption,Chihuahua Shorthair/Jack Russell Terrier,Tan/White,2014,Altered,Female
A768566,El Nino,Adoption,German Shepherd/Nova Scotia Duck Tolling Retriever,Brown/White,2017,Altered,Male
A741897,Loli,Transfer,Pug Mix,Fawn,2007,Altered,Female
A717351,Sadie,Transfer,Labrador Retriever/Pit Bull,Red/White,2013,Altered,Female
A785533,Jaina,Return to Owner,Labrador Retriever Mix,Black/Black,2014,Altered,Female
A703972,Kaya,Return to Owner,American Staffordshire Terrier Mix,Fawn/White,2012,Altered,Female
A738430,Nala,Adoption,Pit Bull Mix,Brown Brindle/White,2016,Altered,Female
A732983,Athena,Return to Owner,German Shepherd Mix,Sable,2016,Intact,Female
A719059,Duke,Return to Owner,Australian Cattle Dog Mix,Black/White,2004,Altered,Male
A688660,,Transfer,Rhod Ridgeback Mix,Brown/White,2014,Altered,Female
A661073,Montigo,Return to Owner,Queensland Heeler Mix,White/Red,2013,Altered,Male
A753473,*Indy,Transfer,Queensland Heeler Mix,Red Merle,2015,Intact,Male
A684585,,Transfer,Great Pyrenees/Border Collie,White/Tan,2014,Altered,Male
A754799,Harley,Adoption,Labrador Retriever Mix,Brown/White,2017,Altered,Male
A742861,Sinse,Transfer,Pit Bull Mix,Blue/White,2016,Intact,Male
A687564,Willie B,Return to Owner,Catahoula Mix,Tricolor,2009,Altered,Male
A665632,,Adoption,Labrador Retriever Mix,Brown/Black,2013,Altered,Male
A674573,*Maddie,Adoption,Carolina Dog Mix,Tan/Black,2013,Altered,Female
A753042,*Bunker,Adoption,Australian Shepherd Mix,Brown/Black,2015,Altered,Male
A781432,*Ludo,Adoption,Collie Smooth Mix,Red/White,2018,Altered,Male
A649920,*Dr. Dog,Adoption,German Shepherd,Brown,2011,Altered,Male
A737999,Humphrey,Adoption,Norfolk Terrier/Lhasa Apso,Tan/White,2014,Altered,Male
A729255,*Lucy,Adoption,Chihuahua Shorthair Mix,White/Brown Brindle,2015,Altered,Female
A720327,Ranger,Adoption,Golden Retriever/Chow Chow,Red/Black,2014,Intact,Male
A785887,Siger,Return to Owner,Alaskan Husky Mix,White/Black,2016,Intact,Male
A544464,Penny,Adoption,Chihuahua Shorthair Mix,Tan/White,2007,Altered,Female
A667184,Bingo,Adoption,Belgian Malinois Mix,Tan/Cream,2012,Altered,Male
A766010,,Transfer,English Foxhound Mix,Brown Merle,2016,Altered,Female
A694905,Roxie,Adoption,Norfolk Terrier Mix,Brown/White,2013,Altered,Female
A697480,*Pepita,Adoption,Pit Bull Mix,Brown/White,2014,Altered,Female
A669187,Chuy,Adoption,Chihuahua Shorthair Mix,Brown,2013,Altered,Male
A728528,Chato,Euthanasia,Boxer Mix,Brown Brindle,2010,Intact,Male
A634392,Junior,Return to Owner,Standard Schnauzer/Miniature Poodle,White,2009,Altered,Male
A692638,,Adoption,Australian Cattle Dog Mix,Blue Merle,2014,Altered,Female
A741581,*Whipple,Adoption,Labrador Retriever Mix,Black,2012,Altered,Female
A688742,Roman,Adoption,Chihuahua Shorthair/Dachshund,Tan/White,2014,Altered,Male
A629092,Precious,Return to Owner,Pit Bull/Black Mouth Cur,Tan/Black,2007,Altered,Female
A664977,,Euthanasia,Pit Bull Mix,White/Brown,2009,Intact,Male
A522809,Fred,Return to Owner,Catahoula/Pit Bull,White/Tan,2006,Altered,Male
A759167,Brock,Adoption,Siberian Husky Mix,Gray/White,2012,Altered,Male
A690037,Guzman,Return to Owner,Boston Terrier Mix,Black/White,2012,Intact,Male
A720798,*Cubbie,Adoption,Chihuahua Shorthair Mix,Black/Brown,2014,Altered,Male
A775624,,Transfer,Australian Shepherd Mix,White/Cream,2018,Intact,Female
A704910,Precious,Adoption,Pit Bull Mix,Blue,2013,Altered,Female
