Animal ID,Outcome Type,Breed,Color,Altered,Sex,HasName,AgeRange,MixedBreed,MixedColor,StrayHold
A743056,Return to Owner,Pit Bull,Brown,Intact,Male,1,Young,1,1,0
A718151,Transfer,Rare,Tricolor,Altered,Female,0,Young,1,0,0
A766821,Adoption,Rare,Rare,Altered,Male,1,Young,1,1,1
A700617,Return to Owner,Australian Cattle Dog,Red,Altered,Female,1,Senior,1,1,0
A674913,Adoption,Rare,White,Altered,Female,1,Adult,1,0,0
A727180,Adoption,Rare,Brown,Altered,Male,1,Young,1,1,1
A733009,Adoption,Pit Bull,Tan,Altered,Female,1,Young,1,1,1
A723346,Adoption,Rare,Tan,Altered,Female,1,Adult,1,0,0
A697361,Adoption,Labrador Retriever,Brown Brindle,Altered,Male,1,Adult,1,1,0
A780251,Return to Owner,Rare,Blue,Intact,Male,1,Young,1,1,0
A666124,Died,Chihuahua Shorthair,Red,Intact,Female,0,Senior,1,1,0
A679847,Transfer,Chihuahua Shorthair,Rare,Altered,Male,0,Adult,1,1,0
A775486,Adoption,Rare,White,Intact,Male,1,Young,1,1,0
A717127,Adoption,Rare,Brown,Altered,Male,1,Young,1,1,1
A572003,Return to Owner,Rare,White,Altered,Male,1,Adult,1,1,0
A533557,Died,Rare,Brown,Altered,Male,1,Senior,1,1,0
A539485,Died,Pit Bull,Tan,Altered,Male,1,Adult,1,1,0
A720190,Transfer,Rare,Tricolor,Altered,Female,1,Adult,1,0,0
A718717,Adoption,Chihuahua Shorthair,Tan,Altered,Male,0,Young,1,1,0
A694307,Transfer,Pit Bull,Brown Brindle,Intact,Female,0,Adult,1,1,0
A771159,Return to Owner,Labrador Retriever,Black,Altered,Male,1,Young,1,0,0
A735559,Return to Owner,Rare,White,Altered,Female,1,Adult,1,0,0
A732202,Adoption,Rare,Rare,Altered,Male,0,Young,1,1,0
A681763,Died,Chihuahua Shorthair,White,Intact,Male,0,Adult,1,1,0
A733251,Transfer,Rare,Tan,Altered,Male,1,Adult,1,1,0
A744308,Return to Owner,Labrador Retriever,Rare,Altered,Male,1,Adult,1,1,0
A712224,Adoption,Rare,Black,Altered,Male,0,Senior,1,1,0
A744081,Adoption,Australian Cattle Dog,White,Altered,Male,0,Young,1,1,0
A698938,Died,Rare,Brown Brindle,Altered,Female,1,Adult,1,0,0
A780017,Return to Owner,Rare,Black,Intact,Female,1,Young,0,1,0
A774806,Adoption,Chihuahua Shorthair,Rare,Altered,Male,0,Young,1,1,0
A717674,Adoption,Rare,Black,Altered,Male,1,Adult,1,1,0
A690850,Transfer,Rare,Black,Intact,Male,1,Adult,1,0,0
A712637,Adoption,Rare,Red,Altered,Female,1,Young,1,0,1
A711945,Return to Owner,Rare,Brown Brindle,Intact,Male,1,Adult,1,1,0
A738262,Return to Owner,Rare,Black,Intact,Male,1,Young,1,1,0
A672185,Adoption,Chihuahua Shorthair,Tan,Altered,Female,1,Adult,1,0,1
A668557,Adoption,Rare,Black,Altered,Female,1,Adult,1,1,1
A675240,Transfer,Chihuahua Shorthair,White,Intact,Male,1,Adult,1,0,1
A694726,Return to Owner,Rare,Rare,Altered,Female,1,Adult,1,0,0
A700670,Return to Owner,Rare,Black,Altered,Female,1,Adult,1,0,0
A734830,Return to Owner,Rare,Red,Altered,Female,1,Senior,1,0,0
A752220,Adoption,Rare,Brown,Altered,Male,1,Young,1,0,0
A784259,Transfer,Rare,Tan,Intact,Male,1,Young,1,1,0
A724829,Adoption,Pit Bull,Black,Altered,Female,0,Young,1,1,0
A784173,Adoption,Pit Bull,White,Altered,Female,1,Young,1,1,0
A699929,Return to Owner,Chihuahua Shorthair,Tan,Altered,Male,1,Adult,1,0,0
A732714,Adoption,Labrador Retriever,Black,Intact,Male,1,Young,1,1,1
A731403,Adoption,Rare,Black,Altered,Female,0,Young,1,1,0
A649111,Return to Owner,German Shepherd,Brown,Altered,Male,1,Adult,1,1,0
A694902,Return to Owner,Pit Bull,White,Intact,Female,0,Adult,1,1,0
A785681,Transfer,Chihuahua Shorthair,Tan,Altered,Male,0,Adult,1,1,0
A733344,Adoption,Rare,Rare,Altered,Female,1,Adult,1,1,1
A786937,Adoption,Rare,White,Altered,Female,0,Young,1,0,0
A686866,Adoption,Chihuahua Shorthair,Tan,Altered,Male,1,Adult,1,0,0
A776224,Transfer,Rare,Tan,Altered,Female,1,Adult,1,0,0
A780607,Transfer,Chihuahua Shorthair,Tan,Intact,Female,1,Young,1,0,0
A705807,Transfer,Labrador Retriever,Black,Intact,Male,0,Young,1,1,0
A757008,Adoption,Rare,Brown,Altered,Male,1,Young,1,1,0
A748814,Adoption,Pit Bull,Brown,Altered,Female,1,Adult,1,1,0
A679893,Transfer,Rare,Black,Altered,Male,0,Adult,1,1,0
A696480,Adoption,German Shepherd,Tan,Altered,Female,1,Adult,1,1,0
A698780,Adoption,Pit Bull,Black,Altered,Male,1,Adult,1,1,0
A703649,Transfer,Pit Bull,White,Altered,Female,1,Adult,1,1,1
A728268,Transfer,German Shepherd,Rare,Intact,Female,0,Young,1,1,0
A706423,Return to Owner,Rare,Rare,Altered,Female,1,Adult,1,0,0
A664623,Adoption,Labrador Retriever,Black,Altered,Female,1,Adult,1,1,0
A760805,Transfer,Rare,Rare,Altered,Female,1,Young,1,1,1
A745419,Return to Owner,Rare,Rare,Altered,Male,1,Adult,1,0,0
A711131,Return to Owner,Rare,Brown,Altered,Male,1,Adult,1,1,0
A660209,Adoption,Rare,Brown,Altered,Female,1,Adult,1,1,0
A721419,Adoption,Pit Bull,Blue,Altered,Male,1,Adult,1,0,1
A708786,Died,Pit Bull,Black,Intact,Male,0,Adult,1,0,0
A695896,Adoption,Rare,Black,Altered,Male,1,Adult,1,1,1
A729168,Transfer,Pit Bull,Black,Unknown,Unknown,0,Young,1,1,0
A705590,Adoption,Rare,Rare,Altered,Male,0,Young,1,0,0
A753177,Return to Owner,Rare,Tan,Altered,Female,1,Adult,1,0,0
A714477,Adoption,Rare,White,Altered,Male,0,Young,1,0,0
A714584,Return to Owner,Rare,Black,Altered,Female,1,Adult,1,1,0
A739295,Return to Owner,Pit Bull,Brown,Intact,Male,1,Adult,1,1,0
A744916,Transfer,Chihuahua Shorthair,Tan,Intact,Female,1,Young,1,0,1
A756271,Transfer,Rare,Tan,Altered,Female,1,Adult,1,1,0
A720664,Return to Owner,Rare,Black,Intact,Male,1,Adult,1,0,0
A743334,Adoption,Rare,Tricolor,Altered,Male,0,Young,1,0,0
A777995,Adoption,Labrador Retriever,Black,Altered,Male,1,Young,1,1,1
A750217,Transfer,Chihuahua Shorthair,Tricolor,Intact,Male,1,Adult,1,0,0
A707230,Transfer,Chihuahua Shorthair,Brown Brindle,Intact,Female,1,Young,1,1,0
A771511,Adoption,Rare,Black,Altered,Male,1,Young,1,1,0
A693031,Transfer,Pit Bull,Black,Altered,Male,1,Adult,1,1,1
A668151,Return to Owner,Labrador Retriever,White,Altered,Male,1,Senior,1,1,0
A709507,Transfer,Labrador Retriever,Rare,Altered,Female,0,Adult,1,0,0
A775674,Adoption,Labrador Retriever,White,Altered,Male,0,Young,1,1,0
A668634,Adoption,Rare,Brown Brindle,Altered,Male,1,Adult,1,1,0
A715102,Adoption,German Shepherd,Black,Altered,Female,1,Adult,1,1,1
A758258,Adoption,Labrador Retriever,Brown,Altered,Female,1,Young,1,1,0
A727952,Return to Owner,Rare,Red,Intact,Female,0,Adult,1,1,0
A681477,Transfer,Rare,Tricolor,Intact,Male,0,Adult,1,0,0
A675402,Return to Owner,German Shepherd,Brown,Altered,Female,1,Senior,1,1,0
A735484,Adoption,Labrador Retriever,Rare,Altered,Male,1,Young,1,1,0
A673281,Adoption,Chihuahua Shorthair,Tan,Altered,Female,0,Adult,1,1,0
A705652,Transfer,Labrador Retriever,Black,Altered,Male,1,Adult,1,0,0
A679557,Adoption,Rare,Rare,Altered,Male,1,Adult,1,0,0
A726314,Adoption,Chihuahua Shorthair,Rare,Altered,Male,1,Adult,1,0,1
A747624,Adoption,Rare,Tan,Altered,Female,1,Young,0,1,1
A738250,Adoption,Rare,Tan,Intact,Male,1,Adult,1,0,0
A751565,Return to Owner,Australian Cattle Dog,White,Intact,Male,1,Senior,1,1,0
A785384,Adoption,German Shepherd,Brown,Altered,Female,0,Young,1,0,0
A768764,Adoption,Rare,Brown,Altered,Female,0,Young,1,1,0
A539175,Return to Owner,Chihuahua Shorthair,Black,Altered,Male,1,Senior,1,0,0
A782111,Transfer,Pit Bull,Brown,Intact,Female,0,Young,1,0,0
A623551,Transfer,Chihuahua Shorthair,Black,Altered,Female,1,Adult,1,1,1
A781659,Adoption,German Shepherd,Black,Altered,Male,1,Young,1,1,0
A763653,Adoption,Labrador Retriever,Rare,Altered,Female,0,Young,1,0,0
A768337,Adoption,Labrador Retriever,Black,Altered,Male,1,Adult,1,0,1
A670495,Adoption,Chihuahua Shorthair,Brown,Altered,Male,1,Adult,1,1,1
A753192,Transfer,Rare,Brown,Intact,Female,1,Young,1,0,0
A706344,Adoption,Chihuahua Shorthair,Brown,Altered,Female,1,Adult,1,1,1
A741442,Return to Owner,Labrador Retriever,Rare,Altered,Female,1,Adult,1,0,0
A759666,Return to Owner,Pit Bull,Brown,Intact,Female,1,Young,1,1,0
A760746,Transfer,Rare,Black,Altered,Female,0,Adult,1,1,0
A740183,Return to Owner,Rare,Rare,Altered,Female,1,Senior,1,1,0
A766587,Adoption,Rare,Black,Altered,Female,1,Young,1,1,0
A757608,Transfer,Pit Bull,Brown Brindle,Altered,Female,1,Adult,1,1,0
A764214,Return to Owner,Rare,Black,Intact,Female,1,Young,0,1,0
A695807,Adoption,Chihuahua Shorthair,Tricolor,Altered,Male,1,Senior,1,1,1
A735302,Return to Owner,Pit Bull,Black,Altered,Male,1,Adult,1,1,0
A730864,Return to Owner,Rare,White,Intact,Female,1,Young,1,0,0
A742380,Transfer,Rare,Brown,Intact,Female,1,Young,1,1,1
A717799,Transfer,Pit Bull,Tan,Intact,Female,1,Adult,1,1,1
A726267,Adoption,Pit Bull,Blue,Altered,Female,1,Young,1,1,1
A756711,Return to Owner,Pit Bull,White,Altered,Female,1,Adult,1,1,0
A690108,Adoption,Rare,Black,Altered,Male,1,Adult,1,1,0
A771008,Adoption,Labrador Retriever,Black,Altered,Male,0,Young,1,1,0
A674916,Adoption,Chihuahua Shorthair,Tan,Altered,Male,1,Adult,1,0,1
A760750,Adoption,Australian Cattle Dog,Black,Altered,Male,1,Young,1,1,0
A778797,Adoption,Rare,Black,Altered,Male,1,Senior,1,0,0
A585942,Adoption,Rare,White,Altered,Male,1,Senior,1,1,0
A682793,Adoption,German Shepherd,Rare,Altered,Male,1,Adult,1,1,1
A718036,Return to Owner,German Shepherd,Black,Intact,Female,1,Adult,0,1,0
A693326,Transfer,Rare,White,Altered,Female,1,Adult,0,1,0
A689351,Adoption,Pit Bull,Tan,Altered,Male,1,Adult,1,1,1
A742282,Transfer,Labrador Retriever,Black,Intact,Male,1,Young,1,1,0
A686390,Adoption,Rare,Tan,Altered,Male,1,Adult,1,1,1
A693329,Transfer,Rare,Tan,Altered,Male,1,Adult,1,0,0
A739563,Transfer,German Shepherd,Black,Altered,Male,1,Young,1,0,0
A673140,Return to Owner,Rare,Brown,Intact,Female,1,Adult,1,1,0
A701898,Return to Owner,Chihuahua Shorthair,Tan,Altered,Female,1,Adult,1,1,0
A667487,Return to Owner,Rare,Black,Altered,Female,1,Adult,1,1,0
A688363,Adoption,Rare,Red,Altered,Male,1,Adult,1,1,0
A756861,Adoption,Pit Bull,Brown Brindle,Altered,Male,1,Young,1,1,1
A686928,Adoption,Labrador Retriever,White,Altered,Female,0,Adult,0,0,0
A771211,Transfer,Rare,Brown Brindle,Intact,Male,0,Young,0,1,0
A675857,Adoption,German Shepherd,Rare,Altered,Female,1,Adult,1,0,0
A773550,Died,Chihuahua Shorthair,Rare,Altered,Male,1,Young,1,1,0
A585859,Return to Owner,Labrador Retriever,Rare,Altered,Male,1,Senior,1,0,0
A667997,Adoption,Labrador Retriever,Rare,Altered,Female,1,Adult,1,1,0
A681413,Adoption,Labrador Retriever,Black,Altered,Female,1,Adult,1,1,0
A738451,Return to Owner,Pit Bull,Blue,Intact,Female,1,Young,1,1,0
A774034,Transfer,Labrador Retriever,Black,Altered,Female,0,Young,1,1,0
A673550,Transfer,Pit Bull,Blue,Intact,Male,1,Adult,1,1,1
A693987,Adoption,Labrador Retriever,Black,Altered,Female,0,Adult,1,0,0
A718573,Transfer,Chihuahua Shorthair,Black,Intact,Female,1,Adult,1,1,1
A777191,Return to Owner,Rare,Black,Altered,Male,1,Adult,1,0,0
A756454,Transfer,Rare,White,Intact,Female,1,Senior,1,0,0
A707044,Return to Owner,Pit Bull,Black,Altered,Female,1,Adult,1,0,0
A710350,Adoption,Rare,Black,Altered,Male,1,Young,1,0,0
A719254,Transfer,Chihuahua Shorthair,Rare,Unknown,Unknown,0,Young,1,0,0
A663408,Adoption,Australian Cattle Dog,Tricolor,Altered,Female,1,Adult,1,0,1
A750212,Adoption,Pit Bull,Rare,Altered,Female,1,Young,1,1,1
A777624,Adoption,Rare,Rare,Altered,Male,0,Young,1,0,0
A729327,Adoption,Rare,Black,Altered,Female,1,Adult,1,1,1
A690185,Return to Owner,Chihuahua Shorthair,Tan,Altered,Female,1,Adult,1,0,0
A749595,Transfer,Pit Bull,Blue,Intact,Female,0,Young,1,0,0
A746654,Adoption,Rare,Red,Altered,Male,0,Adult,1,1,0
A678057,Died,Rare,Rare,Altered,Female,1,Senior,1,1,0
A754126,Return to Owner,Australian Cattle Dog,Red,Altered,Female,1,Senior,1,1,0
A756473,Adoption,Labrador Retriever,Tan,Altered,Female,0,Young,1,0,0
A688388,Return to Owner,Rare,Black,Altered,Female,1,Adult,1,1,0
A754747,Return to Owner,Rare,Tan,Altered,Male,1,Senior,1,1,0
A726301,Adoption,Pit Bull,Brown,Altered,Male,1,Young,1,1,0
A767009,Return to Owner,German Shepherd,Brown,Intact,Female,1,Young,1,0,0
A704287,Return to Owner,Rare,White,Intact,Male,1,Senior,1,1,0
A745446,Return to Owner,Rare,Black,Intact,Male,1,Young,1,1,0
A766933,Return to Owner,Rare,Rare,Altered,Male,1,Senior,1,1,0
A696286,Transfer,Labrador Retriever,Rare,Altered,Female,1,Adult,1,1,0
A744649,Adoption,Pit Bull,Black,Altered,Female,1,Young,1,1,0
A724977,Return to Owner,Pit Bull,Brown,Altered,Female,1,Adult,1,1,0
A717535,Adoption,Rare,Tricolor,Altered,Female,1,Adult,1,0,0
A719714,Return to Owner,Labrador Retriever,White,Altered,Male,1,Young,1,1,1
A677853,Return to Owner,Pit Bull,White,Altered,Male,1,Adult,1,1,1
A782173,Return to Owner,Rare,White,Intact,Female,0,Young,1,1,0
A764334,Return to Owner,Pit Bull,Brown,Intact,Female,1,Young,1,1,0
A681002,Adoption,Rare,Brown,Altered,Male,1,Adult,1,0,0
A743060,Adoption,Rare,Brown,Altered,Male,1,Young,1,0,0
A781104,Return to Owner,Pit Bull,Brown Brindle,Intact,Male,1,Young,1,1,0
A762189,Transfer,Rare,Tan,Altered,Male,1,Young,1,1,1
A729653,Adoption,Rare,Black,Altered,Male,1,Adult,0,1,0
A721799,Adoption,Chihuahua Shorthair,Brown,Altered,Male,1,Adult,1,0,0
A710623,Adoption,Rare,White,Altered,Female,0,Adult,1,1,0
A752522,Return to Owner,Rare,Brown,Intact,Male,1,Young,1,1,0
A726485,Transfer,Chihuahua Shorthair,Tan,Intact,Female,1,Adult,1,0,1
A761022,Adoption,Pit Bull,Tan,Altered,Female,1,Young,1,1,0
A693852,Transfer,Australian Cattle Dog,Black,Intact,Male,1,Adult,1,1,0
A699621,Return to Owner,German Shepherd,Rare,Altered,Male,1,Adult,1,0,0
A754890,Adoption,Rare,White,Altered,Female,0,Young,1,1,0
A690885,Adoption,Rare,Black,Altered,Male,1,Adult,1,1,1
A691880,Transfer,Pit Bull,Brown Brindle,Intact,Male,0,Adult,1,0,0
A709345,Transfer,Rare,Black,Altered,Male,1,Adult,1,1,1
A728559,Adoption,Rare,White,Altered,Female,0,Young,1,1,0
A704998,Return to Owner,Rare,Tan,Altered,Female,1,Adult,1,0,0
A759706,Adoption,Rare,White,Altered,Female,1,Young,1,1,0
A700981,Transfer,German Shepherd,Black,Intact,Female,1,Young,1,1,0
A668171,Transfer,Rare,Brown Brindle,Altered,Male,0,Adult,0,1,0
A762277,Adoption,Chihuahua Shorthair,Black,Altered,Male,0,Young,1,1,0
A440082,Return to Owner,Rare,Brown,Altered,Male,1,Senior,1,1,0
A698858,Died,Labrador Retriever,White,Altered,Female,1,Adult,1,1,0
A781626,Return to Owner,Rare,Tan,Altered,Female,1,Adult,1,1,0
A759217,Transfer,Chihuahua Shorthair,Black,Intact,Female,0,Young,1,1,0
A738324,Died,Pit Bull,Black,Altered,Male,1,Adult,1,1,0
A754324,Adoption,Rare,Brown Brindle,Altered,Male,1,Young,1,0,0
A700520,Return to Owner,Pit Bull,Rare,Altered,Female,1,Adult,1,1,0
A770864,Adoption,Rare,Tan,Altered,Female,1,Young,1,1,0
A750357,Transfer,Rare,Tan,Altered,Female,1,Young,1,0,1
A683119,Adoption,Rare,White,Altered,Male,1,Adult,1,1,0
A719137,Adoption,Rare,White,Altered,Male,1,Young,1,1,0
A759534,Return to Owner,Rare,Tricolor,Intact,Female,1,Adult,1,0,0
A705987,Return to Owner,Rare,Blue,Altered,Male,1,Adult,1,1,0
A704504,Transfer,Rare,Black,Altered,Male,1,Senior,0,1,0
A716972,Adoption,Rare,Tricolor,Altered,Male,1,Young,1,0,0
A581393,Adoption,Rare,Brown,Altered,Female,1,Adult,1,0,0
A688931,Transfer,Rare,Black,Altered,Male,0,Adult,1,1,0
A668079,Return to Owner,Pit Bull,Black,Altered,Male,1,Senior,1,1,0
A755300,Transfer,Rare,White,Altered,Female,1,Young,1,1,0
A719806,Adoption,Rare,Black,Altered,Male,1,Young,1,1,0
A642081,Transfer,Pit Bull,Brown,Altered,Male,1,Senior,0,1,0
A784796,Adoption,Rare,Rare,Altered,Female,1,Young,1,1,0
A782702,Return to Owner,Pit Bull,Brown,Altered,Female,1,Young,1,1,0
A777914,Transfer,Rare,Rare,Altered,Female,1,Young,0,1,0
A756013,Transfer,Labrador Retriever,White,Intact,Male,1,Young,1,0,1
A695787,Return to Owner,Chihuahua Shorthair,Brown,Altered,Male,1,Adult,1,0,0
A684374,Transfer,Rare,Black,Intact,Female,1,Adult,1,1,1
A659227,Adoption,Rare,White,Altered,Female,1,Senior,1,1,1
A675879,Adoption,Pit Bull,Brown,Altered,Female,1,Adult,1,1,0
A718982,Adoption,Rare,Tan,Altered,Male,1,Young,1,1,0
A671473,Return to Owner,Chihuahua Shorthair,White,Altered,Female,1,Adult,1,1,0
A696745,Return to Owner,German Shepherd,White,Altered,Male,1,Adult,1,1,0
A685223,Adoption,German Shepherd,Black,Altered,Female,1,Senior,1,1,0
A671495,Adoption,Rare,White,Intact,Male,1,Adult,1,0,0
A729491,Adoption,German Shepherd,Rare,Altered,Male,1,Young,1,1,0
A678243,Return to Owner,Rare,Red,Altered,Male,1,Adult,1,1,0
A769806,Return to Owner,Pit Bull,Brown,Intact,Female,1,Young,1,1,0
A689753,Adoption,Rare,Red,Altered,Male,1,Adult,1,1,1
A703784,Adoption,Rare,Black,Altered,Male,1,Adult,1,1,0
A768035,Return to Owner,Labrador Retriever,Brown,Altered,Female,1,Senior,1,0,0
A766776,Adoption,Rare,Black,Altered,Male,1,Young,1,0,1
A778718,Adoption,Labrador Retriever,Rare,Altered,Female,0,Young,1,1,0
A701481,Adoption,Rare,Tan,Altered,Male,1,Young,1,1,1
A684049,Return to Owner,Chihuahua Shorthair,White,Altered,Female,1,Adult,1,1,0
A678765,Transfer,Rare,Tan,Intact,Male,0,Adult,1,0,0
A754179,Adoption,German Shepherd,Rare,Altered,Female,1,Young,1,0,1
A717113,Adoption,Rare,White,Altered,Male,1,Adult,1,1,0
A763222,Adoption,Labrador Retriever,Black,Altered,Male,1,Young,1,0,0
A734625,Adoption,Rare,Rare,Altered,Male,1,Young,1,1,1
A699431,Return to Owner,Rare,Black,Altered,Female,1,Senior,1,1,0
A736365,Adoption,Labrador Retriever,Black,Altered,Male,1,Young,1,1,1
A738392,Return to Owner,Pit Bull,Rare,Altered,Female,1,Senior,1,1,0
A782762,Transfer,Australian Cattle Dog,Black,Altered,Male,1,Young,1,1,0
A678864,Return to Owner,Rare,Rare,Altered,Male,1,Adult,1,0,0
A728831,Transfer,Rare,Tan,Intact,Female,0,Young,1,0,0
A691878,Transfer,Pit Bull,Brown Brindle,Intact,Female,0,Adult,1,0,0
A746371,Return to Owner,Rare,Black,Altered,Male,1,Senior,1,1,0
A687842,Transfer,Rare,Rare,Altered,Male,1,Adult,1,1,1
A309829,Return to Owner,Rare,Brown,Intact,Male,1,Senior,0,0,0
A724084,Return to Owner,Rare,Brown,Altered,Male,1,Adult,0,1,0
A686606,Transfer,Rare,Rare,Altered,Male,1,Adult,1,1,0
A663233,Adoption,Pit Bull,Rare,Altered,Female,1,Adult,1,0,1
A674913,Adoption,Rare,White,Altered,Female,1,Adult,1,0,0
A714604,Return to Owner,Australian Cattle Dog,White,Altered,Female,1,Adult,1,1,0
A696439,Transfer,Labrador Retriever,Rare,Altered,Male,1,Adult,1,1,1
A747565,Transfer,Pit Bull,White,Altered,Male,1,Young,1,1,0
A673052,Return to Owner,Pit Bull,White,Intact,Male,1,Adult,1,1,0
A669758,Transfer,Rare,Black,Altered,Male,1,Adult,1,1,1
A726434,Adoption,Chihuahua Shorthair,Black,Altered,Male,1,Adult,1,1,0
A765340,Return to Owner,Rare,Black,Altered,Female,1,Senior,1,1,0
A731807,Adoption,Rare,White,Altered,Female,0,Young,1,1,0
A693849,Transfer,Rare,Tan,Altered,Male,1,Senior,1,0,1
A778924,Transfer,Rare,Brown,Altered,Female,1,Adult,1,1,0
A694732,Adoption,Rare,Rare,Altered,Female,1,Adult,1,0,0
A763741,Adoption,Rare,Rare,Altered,Male,1,Young,1,1,0
A690777,Return to Owner,Rare,Tan,Altered,Male,1,Adult,1,1,0
A723478,Died,Labrador Retriever,Black,Altered,Female,1,Senior,1,0,1
A681294,Transfer,Rare,Brown,Altered,Male,1,Adult,1,1,1
A735917,Transfer,Rare,Black,Altered,Male,1,Senior,1,1,1
A695285,Return to Owner,Rare,Rare,Altered,Male,1,Adult,1,0,0
A727013,Adoption,German Shepherd,Rare,Altered,Male,1,Young,1,0,1
A780081,Transfer,Pit Bull,Black,Intact,Female,1,Young,1,1,1
A687099,Died,Australian Cattle Dog,Black,Intact,Male,1,Adult,1,1,0
A763892,Return to Owner,Labrador Retriever,Black,Altered,Male,1,Adult,1,1,0
A704263,Adoption,Labrador Retriever,Blue,Altered,Female,1,Young,1,0,0
A730024,Adoption,Rare,Rare,Altered,Female,1,Young,1,0,0
A769109,Return to Owner,German Shepherd,Black,Intact,Male,1,Young,1,1,0
A764802,Return to Owner,Australian Cattle Dog,White,Unknown,Unknown,1,Young,1,1,0
A668084,Return to Owner,Rare,Rare,Intact,Male,1,Adult,1,0,0
A771511,Adoption,Rare,Black,Altered,Male,1,Young,1,1,0
A734051,Return to Owner,Rare,Black,Altered,Male,1,Young,1,1,1
A675279,Transfer,Chihuahua Shorthair,Tan,Intact,Male,1,Adult,1,0,1
A787166,Transfer,Rare,Tan,Altered,Female,1,Young,1,0,1
A716657,Transfer,Chihuahua Shorthair,Rare,Intact,Male,0,Senior,1,0,0
A491814,Return to Owner,Rare,White,Altered,Female,1,Senior,0,1,0
A686362,Adoption,Chihuahua Shorthair,Brown Brindle,Altered,Male,1,Adult,1,1,0
A724805,Transfer,Australian Cattle Dog,Brown,Intact,Male,0,Young,1,0,0
A722842,Return to Owner,Chihuahua Shorthair,Tan,Intact,Male,1,Senior,1,1,0
A755774,Transfer,Rare,White,Intact,Female,1,Young,1,1,0
A771257,Return to Owner,Rare,Black,Altered,Female,1,Adult,1,1,0
A693687,Return to Owner,Rare,Rare,Altered,Male,1,Adult,1,0,0
A692718,Return to Owner,Pit Bull,Brown,Altered,Female,1,Senior,1,1,0
A752295,Adoption,Pit Bull,Blue,Altered,Male,1,Young,1,1,1
A776406,Transfer,Pit Bull,White,Altered,Male,1,Young,1,1,1
A665009,Transfer,Chihuahua Shorthair,Red,Intact,Male,0,Adult,1,0,0
A685237,Adoption,Rare,Tricolor,Altered,Female,1,Senior,0,0,0
A761244,Return to Owner,Pit Bull,Blue,Intact,Male,1,Adult,1,0,0
A719715,Return to Owner,Rare,Brown,Altered,Male,1,Young,1,1,0
A522371,Return to Owner,Labrador Retriever,Rare,Altered,Female,1,Senior,1,1,0
A769273,Adoption,Labrador Retriever,Black,Altered,Male,1,Young,1,1,0
A782676,Adoption,German Shepherd,Brown,Altered,Male,1,Young,1,1,0
A737812,Return to Owner,Rare,Rare,Intact,Male,1,Young,1,1,0
A738859,Adoption,Rare,Red,Altered,Female,1,Young,1,1,1
A691804,Return to Owner,Pit Bull,Blue,Altered,Male,1,Adult,1,0,0
A771809,Adoption,Rare,Tan,Altered,Male,1,Young,1,1,0
A760935,Adoption,Chihuahua Shorthair,Brown Brindle,Altered,Female,1,Young,1,0,0
A786940,Return to Owner,Rare,Rare,Altered,Female,1,Young,1,0,0
A756357,Adoption,Labrador Retriever,Black,Altered,Female,0,Young,1,0,0
A733848,Return to Owner,Labrador Retriever,Rare,Intact,Male,1,Young,1,0,0
A763303,Adoption,Rare,White,Altered,Female,1,Adult,1,0,0
A708800,Transfer,Pit Bull,Brown,Intact,Female,1,Adult,1,1,1
A674771,Return to Owner,Chihuahua Shorthair,Tricolor,Intact,Female,1,Adult,1,0,0
A727840,Return to Owner,Chihuahua Shorthair,Brown,Altered,Male,1,Adult,0,0,0
A768615,Return to Owner,Rare,White,Unknown,Unknown,1,Young,1,0,0
A786502,Transfer,Rare,Rare,Intact,Female,0,Young,1,1,0
A728135,Adoption,Rare,Brown,Altered,Male,1,Young,1,1,1
A673101,Adoption,Rare,White,Altered,Female,1,Adult,0,0,1
A668695,Transfer,Rare,Brown,Altered,Female,1,Adult,1,1,1
A722300,Died,Rare,Brown,Altered,Female,1,Senior,1,1,0
A781541,Transfer,Rare,White,Intact,Male,0,Young,1,0,0
A661390,Adoption,Rare,Brown,Altered,Male,1,Adult,1,1,1
A746921,Transfer,Rare,White,Altered,Female,1,Young,0,1,0
A717195,Adoption,Rare,White,Altered,Male,1,Young,1,0,1
A743608,Transfer,Rare,Black,Intact,Male,1,Adult,1,1,0
A776382,Adoption,Rare,White,Altered,Female,1,Young,1,1,1
A715393,Adoption,Rare,Rare,Altered,Male,1,Senior,1,0,0
A755170,Transfer,Chihuahua Shorthair,White,Intact,Female,0,Young,1,0,0
A706442,Died,Pit Bull,Brown,Intact,Male,0,Adult,1,0,0
A722877,Adoption,Rare,Black,Altered,Male,1,Young,0,1,0
A755575,Adoption,Rare,Tricolor,Altered,Female,0,Young,1,0,0
A762444,Adoption,Rare,Rare,Altered,Male,1,Adult,1,1,1
A702412,Adoption,German Shepherd,Black,Altered,Female,1,Adult,1,1,0
A721849,Return to Owner,Rare,Black,Intact,Female,0,Young,1,1,0
A637115,Return to Owner,Pit Bull,Black,Altered,Male,1,Adult,1,1,0
A561268,Return to Owner,Chihuahua Shorthair,Brown,Altered,Female,1,Senior,0,1,0
A749482,Transfer,German Shepherd,Black,Intact,Female,0,Young,1,0,0
A751265,Return to Owner,Labrador Retriever,Brown,Intact,Female,1,Adult,1,1,0
A729908,Adoption,Rare,Rare,Altered,Male,1,Adult,1,0,0
A683760,Return to Owner,Rare,Rare,Altered,Female,1,Adult,0,1,0
A669456,Return to Owner,Labrador Retriever,Black,Altered,Female,1,Senior,1,0,0
